Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play with stopwords,Closest distance with stopwords,All agree,Stopwords agree,Same author Manual or Spacy,Same author Manual,Same author with stopwords
dreyfus-un-homme-en-habit-noir,biez-le-premier-billet,0.0171,chauvin-commencement-de-la-fin,0.0179,mousset-zut,0.0115,FALSE,FALSE,FALSE,FALSE,FALSE
feydeau-petite-revoltee,musset-louison,0.0167,legrand-famille-extravagante,0.0209,feydeau-un-coup-de-tete,0.0115,FALSE,FALSE,FALSE,FALSE,TRUE
moline-legislatrices,nizas-sauvage-en-france,0.0213,regnard-souhaits,0.0323,fagan-sylphe-suppose,0.0115,FALSE,FALSE,FALSE,FALSE,FALSE
nadal-esther,nadal-antiochus,0.0106,nadal-osarphis-moise,0.041,rousseaujb-jason,0.0115,FALSE,FALSE,TRUE,TRUE,FALSE
nadal-paradis-terrestre,labaume-messe-de-gnide,0.0224,la-fontaine-astree,0.0411,billardon-de-sauvigny-vashington,0.0115,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-grandeur-d-ame,monselet-richard-les-trois-gendarmes,0.0214,monselet-richard-les-trois-gendarmes,0.0428,sacy-contentement,0.0115,FALSE,TRUE,FALSE,FALSE,FALSE
carmontelle-sourd,carmontelle-le-sot-heritier,0.0232,carmontelle-voyageurs,0.0429,carmontelle-apres-dinee,0.0115,FALSE,FALSE,TRUE,TRUE,TRUE
sacy-l-ile-deserte,rousseaujb-ceinture-magique,0.0315,cubieres-palmezeaux-diligence-de-lyon,0.0601,barante-arlequin-misanthrope,0.0115,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-oreste-et-pylade,bernardt-homme-a-la-maison,0.0298,moinaux-les-freres-hareng,0.0705,depret-le-marquis-ernest,0.0115,FALSE,FALSE,FALSE,TRUE,FALSE
bary-de-la-colere,bary-du-bon-office,0.0328,bary-de-l-art-de-se-faire-aimer,0.0358,bary-de-la-curiosite,0.0116,FALSE,FALSE,TRUE,TRUE,TRUE
courteline-chez-l-avocat,verdie-la-mort-de-guillaumet,0.0353,musset-le-chandelier,0.0521,mons-dernier-klephte,0.0116,FALSE,FALSE,FALSE,FALSE,FALSE
carcassonne-roi-et-reine,hervilly-silence-dans-les-rangs,0.0784,zola-madeleine,0.0575,courteline-atelier,0.0116,FALSE,FALSE,FALSE,FALSE,FALSE
bary-de-la-curiosite,bary-de-libre-abord,0.0313,bary-de-libre-abord,0.0716,bary-de-la-colere,0.0116,FALSE,TRUE,TRUE,TRUE,TRUE
carcassonne-le-petit-pretentieux,labiche-legouve-cigale-chez-les-fourmis,0.0603,monselet-bibliotheque,0.0781,carcassonne-un-duel,0.0117,FALSE,FALSE,FALSE,FALSE,TRUE
quinault-temple-de-la-paix,dancourt-amants,0.0228,quinault-armide,0.0313,regnard-carnaval-de-venise,0.0118,FALSE,FALSE,FALSE,TRUE,FALSE
gonnet-eugenie,gonnet-clementine,0.0236,allainval-hiver,0.0324,courteline-conversion-d-alceste,0.0118,FALSE,FALSE,TRUE,FALSE,FALSE
carmontelle-le-bavard,marivaux-fausses-confidences,0.0183,carmontelle-recommandation,0.0527,carmontelle-l-homme-qui-craint-d-aimer,0.0118,FALSE,FALSE,FALSE,TRUE,TRUE
moissy-habit-sans-galons,desmares-merlin-dragon,0.0243,moissy-heureux-naturel,0.0773,garniert-bourse,0.0118,FALSE,FALSE,FALSE,TRUE,FALSE
vige-wilhem-tell,hugo-burgraves,0.0134,hugo-burgraves,0.0182,scheler-aiguilleur,0.0119,FALSE,TRUE,FALSE,FALSE,FALSE
gonnet-angelique,moliere-princesse-d-elide,0.0211,saint-priest-pot-au-noir-pot-aux-roses,0.0313,dumaniant-francais-en-huronie,0.0119,FALSE,FALSE,FALSE,FALSE,FALSE
taconet-nostradamus,harny-sybille,0.0317,harny-sybille,0.0317,dorneval-lesage-reine-de-barostan,0.0119,FALSE,TRUE,FALSE,FALSE,FALSE
carrance-l-emeraude,carrance-maison-a-louer,0.0248,du-pont-de-veyle-somnanbule,0.0325,voltaire-originaux,0.0119,FALSE,FALSE,TRUE,FALSE,FALSE
scheler-aiguilleur,musset-la-coupe-et-les-levres,0.0242,vige-wilhem-tell,0.0335,vige-wilhem-tell,0.0119,FALSE,FALSE,FALSE,FALSE,FALSE
vade-impromptu-du-coeur,taconet-ecosseuses,0.038,rochefort-dupeuty-livry-madame-gregoire,0.0353,fournier-fille-de-moliere,0.0119,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-officier-du-gobelet,carmontelle-abbe-de-platre,0.037,carmontelle-deux-chapeaux,0.0417,carmontelle-diamant,0.0119,FALSE,FALSE,TRUE,TRUE,TRUE
puget-de-la-serre-martyre-sainte-catherine,puget-de-la-serre-pandoste-i,0.0128,ecker-franc-macon-prisonnier,0.044,ecker-franc-macon-prisonnier,0.0119,FALSE,FALSE,TRUE,FALSE,FALSE
colle-scenes-detachees-de-la-guinguette,colle-accidents,0.0234,beissier-chasseurs-et-l-ours,0.0704,duvert-huron,0.0119,FALSE,FALSE,TRUE,FALSE,FALSE
chazet-gassicourt-finot,flaubert-le-candidat,0.018,raisin-merlin-gascon,0.025,regnard-vendanges,0.012,FALSE,FALSE,FALSE,FALSE,FALSE
bonnetain-ma-poupee,hervilly-laitiere,0.0313,renard-la-demande,0.0303,drault-le-mouchoir-de-chapuzot,0.012,FALSE,FALSE,FALSE,FALSE,FALSE
drault-la-voleuse-du-bon-marche,duflot-desarbres-deux-hommes-pour-un-placard,0.0231,verconsin-rideau,0.0331,busnach-la-claque-la-claque,0.012,FALSE,FALSE,FALSE,FALSE,FALSE
biancolelli-riccoboni-romagnesi-comediens-esclaves,moliere-impromptu-versailles,0.0221,montalembert-statue,0.0519,genlis-flacons,0.012,FALSE,FALSE,FALSE,FALSE,FALSE
drault-le-mouchoir-de-chapuzot,beissier-guignol-et-la-cabaretiere,0.0421,feydeau-homme-qui-n-aimait-pas-les-monologues,0.058,bonnetain-ma-poupee,0.012,FALSE,FALSE,FALSE,FALSE,FALSE
beaunoir-venus,restif-jugement-de-paris,0.0151,genlis-voyageur,0.0273,fagan-sylphe-suppose,0.0121,FALSE,FALSE,FALSE,FALSE,FALSE
dorimond-comedie-de-la-comedie,somaize-precieuses-ridicules,0.0171,jeannet-moliere-en-menage,0.0287,dancourt-fees,0.0121,FALSE,FALSE,FALSE,FALSE,FALSE
perrault-dialogue-de-l-amour-et-de-l-amitie,bary-de-l-art-de-se-faire-aimer,0.0133,robinet-panegyrique-ecole-des-femmes,0.0313,anomyme-dialogue-de-la-prude-et-de-la-coquette,0.0121,FALSE,FALSE,FALSE,FALSE,FALSE
saint-gilles-feinte-heureuse,pic-aricie,0.0265,mareschala-inconstance-d-hylas,0.0353,quinault-amadis,0.0121,FALSE,FALSE,FALSE,FALSE,FALSE
sivry-affaire-d-honneur,taconet-la-mort-du-boeuf-gras,0.0282,piron-arlequin-decalion,0.0373,sewrin-la-sorciere,0.0121,FALSE,FALSE,FALSE,FALSE,FALSE
clemenceau-le-voile-du-bonheur,sand-roi-attend,0.0331,bouilly-descartes,0.0409,dufresny-depart-des-comediens,0.0121,FALSE,FALSE,FALSE,FALSE,FALSE
carcassonne-le-mariage-des-fleurs,renard-maitresse,0.0283,la-fontaine-ragotin,0.0424,la-fontaine-ragotin,0.0121,FALSE,FALSE,FALSE,FALSE,FALSE
gueullette-amant-cochemard,carmontelle-a-bon-chat-bon-rat,0.0333,dufresny-coquette-du-village,0.0424,arago-mademoiselle-lange,0.0121,FALSE,FALSE,FALSE,FALSE,FALSE
bary-des-fontaines-et-des-ruisseaux,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0292,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0534,bary-du-beau-rendezvous,0.0121,FALSE,TRUE,FALSE,FALSE,TRUE
moinaux-les-freres-hareng,berquin-un-bon-coeur-fait-pardonner,0.0357,courteline-monsieur-badin,0.0622,moinaux-oreste-et-pylade,0.0121,FALSE,FALSE,FALSE,FALSE,TRUE
moinaux-l-homme-qui-joue-sa-culotte,moinaux-oreste-et-pylade,0.0412,fatouville-arlequin-empereur-dans-la-lune,0.0772,sacy-defense,0.0121,FALSE,FALSE,TRUE,FALSE,FALSE
carmontelle-peintre-en-cul-de-sac,carmontelle-abbe-de-platre,0.0335,carmontelle-enrage,0.0302,carmontelle-la-fripon-orgueilleux,0.0122,FALSE,FALSE,TRUE,TRUE,TRUE
monselet-voyage-dans-mes-poches,depret-le-marquis-ernest,0.033,dreyfus-un-homme-en-habit-noir,0.0327,bernardt-etrangleuse,0.0122,FALSE,FALSE,FALSE,FALSE,FALSE
montchretien-hector,montchretien-lacenes,0.0058,viau-pasiphae,0.0106,soret-ceciliade,0.0123,FALSE,FALSE,TRUE,FALSE,FALSE
biez-le-premier-billet,bernardt-la-petite-femme-de-loth,0.0152,depret-le-marquis-ernest,0.0215,sand-francois-le-champi,0.0123,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-la-sauce-d-un-lapin,becque-enlevement,0.0353,moinaux-le-cafe-de-la-portiere,0.0578,fatouville-arlequin-empereur-dans-la-lune,0.0123,FALSE,FALSE,FALSE,TRUE,FALSE
bievre-vercingentorixe,champrepus-ulysse,0.0218,schelandre-tyr-sidon-i,0.0291,cahusac-zoroastre,0.0124,FALSE,FALSE,FALSE,FALSE,FALSE
colle-esperance,dancourt-inconnu,0.0259,panard-critique-a-l-opera-comique,0.0461,dancourt-inconnu,0.0124,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-chapon-au-gro-sel,carmontelle-abbe-de-coure-diner,0.0339,carmontelle-lievre,0.0595,carmontelle-la-rose-rouge,0.0124,FALSE,FALSE,TRUE,TRUE,TRUE
bilhaud-gustave,bergeret-l-album,0.0275,flaubert-le-candidat,0.0201,chazet-dupaty-arlequin-journaliste,0.0125,FALSE,FALSE,FALSE,FALSE,FALSE
hervilly-soupe,monselet-arene-ilote,0.026,normand-claqueurs,0.0346,normand-claqueurs,0.0125,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-la-permission-de-chasse,carmontelle-le-boiteux,0.037,carmontelle-aveugle-avare,0.042,bernardt-garcon-de-dix-huit-ans,0.0125,FALSE,FALSE,TRUE,TRUE,FALSE
urfe-sylvanire,du-ryer-alcimedon,0.008,jodelle-eugene,0.0198,jodelle-eugene,0.0126,FALSE,FALSE,FALSE,FALSE,FALSE
roy-compliment-7-avril-1750,lebeau-de-schosne-assemblee,0.0167,boissy-frivolite,0.0417,fagan-sylphe-suppose,0.0126,FALSE,FALSE,FALSE,FALSE,FALSE
dorneval-jugement-de-paris,dorneval-lesage-reine-de-barostan,0.0321,rochefort-dupeuty-livry-madame-gregoire,0.044,roy-compliment-14-mars-1750,0.0126,FALSE,FALSE,TRUE,FALSE,FALSE
bonhomme-anicroche,liborliere-cloison,0.0164,flaubert-le-candidat,0.0185,legouve-ma-fille-et-mon-bien,0.0127,FALSE,FALSE,FALSE,FALSE,FALSE
gonnet-lisette,gonnet-juliette-ou-la-danseuse,0.0258,gonnet-juliette-ou-la-danseuse,0.03,gonnet-juliette-ou-la-danseuse,0.0128,TRUE,TRUE,TRUE,TRUE,TRUE
bernardt-narcotique,bernardt-le-radeau-de-la-meduse,0.0242,renard-la-demande,0.0369,bernardt-la-petite-femme-de-loth,0.0128,FALSE,FALSE,TRUE,FALSE,TRUE
carmontelle-le-distrait,carmontelle-sortie-de-la-comedie,0.0253,carmontelle-petit-maitre-par-philosophie,0.0381,carmontelle-maitre-de-ballets,0.0129,FALSE,FALSE,TRUE,TRUE,TRUE
moissy-comedie,berquin-le-conge,0.0278,durant-a-laver-la-tete,0.049,moliere-festin-de-pierre,0.0129,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-maitre-de-ballets,carmontelle-portrait,0.0345,carmontelle-le-distrait,0.0625,carmontelle-le-distrait,0.0129,FALSE,FALSE,TRUE,TRUE,TRUE
moinaux-le-tambour-magistrat,dreyfus-la-gifle,0.0429,beaunoir-sculpteur,0.0629,sacy-merlin-percepteur,0.0129,FALSE,FALSE,FALSE,FALSE,FALSE
carrion-nizas-dialogue-entre-la-maire-de-rodez-et-un-marguillier,bergasse-journee-des-dupes,0.0163,chenier-charles-ix,0.0339,chenier-charles-ix,0.013,FALSE,FALSE,FALSE,FALSE,FALSE
beaunoir-amour-queteur,carmontelle-boudoir,0.0265,bideau-de-montigny-semiramis,0.0394,bideau-de-montigny-semiramis,0.013,FALSE,FALSE,FALSE,FALSE,FALSE
monselet-arene-ilote,piron-arlequin-decalion,0.0175,aicard-smilis,0.0448,hervilly-pere-et-fils,0.013,FALSE,FALSE,FALSE,FALSE,FALSE
bary-de-l-indulgence,bary-de-libre-abord,0.0321,bary-de-l-art-de-se-faire-aimer,0.0467,bary-de-la-discretion,0.013,FALSE,FALSE,TRUE,TRUE,TRUE
beissier-les-noces-de-guignol,labiche-leroy-il-est-de-la-police,0.02,vierne-moliere-enfant,0.0347,labiche-jolly-baron-de-fourchevif,0.0131,FALSE,FALSE,FALSE,FALSE,FALSE
vondrebeck-alard-forces-de-l-amour,durval-agarite,0.0294,cyrano-pedant-joue,0.0351,moliere-dom-juan,0.0131,FALSE,FALSE,FALSE,FALSE,FALSE
bary-du-bal,crebillonf-nuit-et-le-moment,0.0347,anomyme-dialogue-de-la-prude-et-de-la-coquette,0.0481,bary-de-la-discretion,0.0131,FALSE,FALSE,FALSE,FALSE,TRUE
moinaux-un-brocanteur-sans-le-savoir,fatouville-grapinian,0.0367,moinaux-la-victime-de-la-defunte,0.0571,boissy-francais-a-londres,0.0131,FALSE,FALSE,FALSE,TRUE,FALSE
moinaux-le-mendiant-en-voiture,moinaux-le-professeur-de-respiration,0.0375,moinaux-le-professeur-de-respiration,0.0502,sacy-meprise,0.0132,FALSE,TRUE,TRUE,TRUE,FALSE
la-fontaine-rieurs-du-beau-richard,france-la-comedie-de-celui-qui-epousa-une-femme-muette,0.0292,allais-bon-bougre,0.058,harny-petit-maitre-province,0.0132,FALSE,FALSE,FALSE,FALSE,FALSE
genlis-agar,genlis-veuve-de-sarepte,0.0187,roswitha-abraham,0.0371,ozicourt-romeo-juliette,0.0133,FALSE,FALSE,TRUE,FALSE,FALSE
bary-de-la-contrariete,moliere-critique-ecole-des-femmes,0.0229,bary-du-bel-esprit,0.0467,bary-du-beau-rendezvous,0.0133,FALSE,FALSE,FALSE,TRUE,TRUE
genlis-veuve-de-sarepte,genlis-agar,0.0187,dancourt-impromptu-suresnes,0.053,pain-riou-chouans,0.0133,FALSE,FALSE,TRUE,FALSE,FALSE
courteline-prix-d-une-gifle,courteline-petin-contre-bougnasse,0.0274,fatouville-grapinian,0.0512,desfontaines-dupin-voyage-de-chambord,0.0134,FALSE,FALSE,TRUE,FALSE,FALSE
campan-ferme-partagee,berquin-la-petite-glaneuse,0.0333,euripide-electre,0.0561,campan-deux-educations,0.0135,FALSE,FALSE,FALSE,FALSE,TRUE
monselet-deux-dumas,renard-huit-jours-a-la-campagne,0.0743,monselet-enfer,0.0565,fuzelier-legrand-animaux-raisonnables,0.0135,FALSE,FALSE,FALSE,TRUE,FALSE
vige-othello,vige-wilhem-tell,0.025,girard-derniere-nuit-de-camille-desmoulins,0.0442,hugo-burgraves,0.0136,FALSE,FALSE,TRUE,FALSE,FALSE
carmontelle-petit-poucet,moissy-goute,0.0339,genlis-tendresse-maternelle,0.0607,maupassant-a-la-feuille-de-rose,0.0136,FALSE,FALSE,FALSE,FALSE,FALSE
gonnet-euphemie,gonnet-angelique,0.0254,boursault-mort-vivant,0.0273,gonnet-juliette-ou-la-danseuse,0.0137,FALSE,FALSE,TRUE,FALSE,TRUE
bary-de-la-memoire,bary-du-beau-rendezvous,0.0353,bary-du-beau-rendezvous,0.042,sorel-la-ruelle-mal-assortie,0.0137,FALSE,TRUE,TRUE,TRUE,FALSE
panard-critique-a-l-opera-comique,panard-le-magasin-des-modernes,0.0152,colle-esperance,0.0461,dorneval-jugement-de-paris,0.0137,FALSE,FALSE,TRUE,FALSE,FALSE
vade-veuve-indecise,musset-ane,0.0227,andrieux-les-etourdis,0.0313,courteline-atelier,0.0138,FALSE,FALSE,FALSE,FALSE,FALSE
moline-inconnue,dufresny-reconciliation-normande,0.0135,bievre-seducteur,0.025,bayart-romieu-moliere-au-theatre,0.0139,FALSE,FALSE,FALSE,FALSE,FALSE
siraudin-larounat-ami-des-femmes,dancourt-colin-maillard,0.0149,andrieux-la-comedienne,0.0269,labiche-l-avocat-d-un-grec,0.0139,FALSE,FALSE,FALSE,FALSE,FALSE
feydeau-potache,barre-radet-desfontaines-colombine-mannequin,0.0325,about-risette,0.0342,feydeau-antipodes,0.0139,FALSE,FALSE,FALSE,FALSE,TRUE
bary-de-libre-abord,bary-des-vendanges,0.0288,rousseau-prisonniers-de-guerre,0.0391,bary-de-la-curiosite,0.0139,FALSE,FALSE,TRUE,FALSE,TRUE
feydeau-antipodes,bernardt-homme-a-la-maison,0.0402,feydeau-monsieur-qui-est-condamne,0.0434,feydeau-potache,0.0139,FALSE,FALSE,FALSE,TRUE,TRUE
le-noble-cibisme,ecker-franc-macon-prisonnier,0.0371,la-calprenede-hermenegilde,0.0555,diderot-paradoxe-comedien,0.0139,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-desesperes-de-l-opera,carmontelle-seigneur-auteur,0.0358,brueys-les-embarras-du-derriere-du-theatre,0.0658,leclercq-folle,0.0139,FALSE,FALSE,TRUE,FALSE,FALSE
carmontelle-fous,brueys-les-embarras-du-derriere-du-theatre,0.0357,dreyfus-la-gifle,0.0686,racine-plaideurs,0.0139,FALSE,FALSE,FALSE,FALSE,FALSE
hugo-les-gueux,soret-ceciliade,0.029,billard-pleureur-malgre-lui,0.0413,vige-wilhem-tell,0.014,FALSE,FALSE,FALSE,FALSE,FALSE
chevalier-desolation-des-filous,chevalier-galants-ridicules,0.0151,marmontel-huron,0.0294,poisson-actrice-nouvelle,0.0141,FALSE,FALSE,TRUE,FALSE,FALSE
dreyfus-un-crane-sous-une-tempete,normand-les-petits-cadeaux,0.0148,musset-le-chandelier,0.022,dorneval-fuzelier-lesage-arlequin-roi-des-ogres,0.0142,FALSE,FALSE,FALSE,FALSE,FALSE
nadaud-proverbe-manque,dreyfus-un-crane-sous-une-tempete,0.038,normand-les-petits-cadeaux,0.0429,beaunoir-venus,0.0142,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-les-balances,aristophane-guepes,0.0198,saint-foix-oracle,0.0506,euripide-cyclope,0.0142,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-l-invite,renard-la-demande,0.0509,valentin-le-soir-de-fiancailles,0.0723,charles-adolphe-masson-le-tir-au-pistolet,0.0142,FALSE,FALSE,FALSE,FALSE,FALSE
ferrier-chez-la-cliente,liquier-amour-electrique,0.0192,barthe-amateur,0.0272,aicard-au-clair-de-la-lune,0.0143,FALSE,FALSE,FALSE,FALSE,FALSE
laujon-hero-leandre,regnard-carnaval-de-venise,0.0231,la-fontaine-astree,0.0286,voltaire-tanis-zelide,0.0143,FALSE,FALSE,FALSE,FALSE,FALSE
feydeau-l-homme-integre,flaubert-le-candidat,0.0262,flaubert-le-candidat,0.0295,drault-le-mouchoir-de-chapuzot,0.0143,FALSE,TRUE,FALSE,FALSE,FALSE
feydeau-colis,la-fontaine-ragotin,0.0178,moliere-ecole-des-femmes,0.0306,launay-la-lettre-rose,0.0143,FALSE,FALSE,FALSE,FALSE,FALSE
becque-domino-a-quatre,legrand-cartouche,0.029,giraudoux-cantique-des-cantiques,0.0336,becque-execution,0.0143,FALSE,FALSE,FALSE,FALSE,TRUE
allais-mecontent,depret-le-marquis-ernest,0.0355,depret-le-marquis-ernest,0.0387,depret-le-marquis-ernest,0.0143,TRUE,TRUE,FALSE,FALSE,FALSE
girard-derniere-nuit-de-camille-desmoulins,perin-camille-desmoulins,0.0223,colle-cocatrix,0.0264,musset-la-coupe-et-les-levres,0.0144,FALSE,FALSE,FALSE,FALSE,FALSE
beissier-l-oiseau-bleu,hugues-cendrillon,0.0361,genlis-colombe,0.0379,plaute-casina,0.0144,FALSE,FALSE,FALSE,FALSE,FALSE
carcassonne-rose-et-rosette,garniert-soeurs-de-lait,0.0384,nougaret-il-n-y-a-plus-d-enfants,0.0443,carcassonne-compliment,0.0144,FALSE,FALSE,FALSE,FALSE,TRUE
allais-une-idee-lumineuse,diderot-reve-d-alembert,0.0413,plaute-aululaire,0.0492,archambault-on-fait-ce-qu-on-peut,0.0144,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-l-homme-qui-bat-les-femmes,lesage-dorneval-ile-gougou,0.0371,fatouville-arlequin-empereur-dans-la-lune,0.0625,ponsart-moliere-a-vienne,0.0144,FALSE,FALSE,FALSE,FALSE,FALSE
beissier-chasseurs-et-l-ours,lesage-dorneval-ile-gougou,0.0244,beissier-guignol-en-enfer,0.0476,duvert-huron,0.0145,FALSE,FALSE,FALSE,TRUE,FALSE
l-estoile-maistre-galimathias,durval-agarite,0.0161,dorimond-comedie-de-la-comedie,0.0312,moliere-princesse-d-elide,0.0146,FALSE,FALSE,FALSE,FALSE,FALSE
silvestre-sapho,beissier-antigone,0.0263,beissier-antigone,0.0325,aicard-pygmalion,0.0146,FALSE,TRUE,FALSE,FALSE,FALSE
riccoboni-romagnesi-compliments,la-harpe-moliere,0.0138,boissy-apologie-du-siecle,0.0327,carrion-nizas-dialogue-entre-la-maire-de-rodez-et-un-marguillier,0.0146,FALSE,FALSE,FALSE,FALSE,FALSE
blemont-visite-a-corneille,hugues-nuit-moliere,0.0226,cahusac-zoroastre,0.0384,chalmeton-clermont-royat,0.0146,FALSE,FALSE,FALSE,FALSE,FALSE
chalmeton-clermont-royat,chalmeton-la-bourboule,0.0295,chalmeton-la-bourboule,0.0388,blemont-visite-a-corneille,0.0146,FALSE,TRUE,TRUE,TRUE,FALSE
moinaux-l-aveugle-qui-conduit-son-chien,feydeau-gibier-de-potence,0.044,moinaux-une-date-nefaste,0.0586,moinaux-l-oie-aux-marrons,0.0146,FALSE,FALSE,FALSE,TRUE,TRUE
moinaux-l-oie-aux-marrons,courteline-prix-d-une-gifle,0.0403,moinaux-l-aveugle-qui-conduit-son-chien,0.0672,moinaux-l-aveugle-qui-conduit-son-chien,0.0146,FALSE,FALSE,FALSE,TRUE,TRUE
moinaux-la-fiacre-cuisine,drault-la-voleuse-du-bon-marche,0.0338,gueullette-caracataca,0.0723,sacy-bavard,0.0146,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-musele,courteline-l-article-330,0.04,courteline-l-article-330,0.0857,barante-arlequin-misanthrope,0.0146,FALSE,TRUE,TRUE,TRUE,FALSE
carmontelle-enrage,carmontelle-portrait,0.0386,carmontelle-peintre-en-cul-de-sac,0.0302,carmontelle-peintre-en-cul-de-sac,0.0147,FALSE,FALSE,TRUE,TRUE,TRUE
labaume-messe-de-gnide,rousseau-muses-galantes,0.0165,voltaire-samson,0.0314,nadal-paradis-terrestre,0.0147,FALSE,FALSE,FALSE,FALSE,FALSE
cressonnois-monsieur-qui-ne-veut-pas-fumer,adenis-homme-qui-ne-peut-pas-siffler,0.0368,legouve-autour-d-un-berceau,0.0318,joly-adrienne-lecouvreur,0.0147,FALSE,FALSE,FALSE,FALSE,FALSE
lafont-lesage-querelle-des-theatres,panard-le-magasin-des-modernes,0.0392,dorneval-lesage-opera-comique,0.0473,dorneval-lesage-opera-comique,0.0147,FALSE,FALSE,FALSE,FALSE,FALSE
dorneval-lesage-opera-comique,dorneval-lesage-reine-de-barostan,0.0544,lafont-lesage-querelle-des-theatres,0.0473,lafont-lesage-querelle-des-theatres,0.0147,FALSE,FALSE,TRUE,FALSE,FALSE
brecourt-la-noce-de-village,champmesle-fragments-de-moliere,0.0368,gueullette-parade-1,0.0486,vade-poirier,0.0147,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-ecole-des-mufles,supersac-la-porte-est-close,0.0304,coupigny-arlequin-jaloux,0.0574,musset-andre-del-sarto,0.0147,FALSE,FALSE,FALSE,FALSE,FALSE
chalmeton-la-bourboule,chalmeton-clermont-royat,0.0295,chalmeton-clermont-royat,0.0388,chalmeton-clermont-royat,0.0148,TRUE,TRUE,TRUE,TRUE,TRUE
croiset-le-chevalier-d-alsace,scheler-aiguilleur,0.0386,hugo-burgraves,0.0449,banville-les-fourberies-de-nerine,0.0148,FALSE,FALSE,FALSE,FALSE,FALSE
monselet-rhumatisme,le-boulanger-chalussay-elomire-hypocondre,0.0241,chereau-en-express,0.0504,mousset-zut,0.0148,FALSE,FALSE,FALSE,FALSE,FALSE
beissier-guignol-et-la-cabaretiere,beissier-guignol-en-enfer,0.0219,beissier-guignol-en-enfer,0.0434,beissier-guignol-en-enfer,0.0149,TRUE,TRUE,TRUE,TRUE,TRUE
courteline-gora,coupigny-arlequin-jaloux,0.0549,courteline-atelier,0.0491,courteline-atelier,0.0149,FALSE,FALSE,FALSE,TRUE,TRUE
moinaux-le-cafe-de-la-portiere,hervilly-la-soupiere,0.0278,moinaux-la-sauce-d-un-lapin,0.0578,berton-homme-qui-a-tue-la-mort,0.0149,FALSE,FALSE,FALSE,TRUE,FALSE
moinaux-le-chantage-a-la-clarinette,dreyfus-la-gifle,0.0441,dufresny-chevalier-joueur,0.0641,moinaux-la-victime-de-la-defunte,0.0149,FALSE,FALSE,FALSE,FALSE,TRUE
bary-de-l-entrevue-amoureuse,anonyme-club-des-dames,0.0291,anonyme-club-des-dames,0.0661,sorel-la-ruelle-mal-assortie,0.0149,FALSE,TRUE,FALSE,FALSE,FALSE
laforgue-nuit-de-noces,rostand-cyrano,0.0357,zola-therese-raquin,0.042,carcassonne-le-rondeau,0.015,FALSE,FALSE,FALSE,FALSE,FALSE
carcassonne-le-rondeau,zola-therese-raquin,0.0353,laforgue-nuit-de-noces,0.0591,laforgue-nuit-de-noces,0.015,FALSE,FALSE,FALSE,FALSE,FALSE
bary-des-vendanges,bary-du-beau-rendezvous,0.0279,bary-de-libre-abord,0.069,moliere-critique-ecole-des-femmes,0.015,FALSE,FALSE,TRUE,TRUE,FALSE
carmontelle-deux-amis,gueullette-confiance-des-cocus,0.0361,garniert-marianne,0.1015,patrat-heureuse-erreur,0.015,FALSE,FALSE,FALSE,FALSE,FALSE
feydeau-monsieur-qui-est-condamne,boissy-babillard,0.0306,depret-monsieur-cambrefort,0.035,feydeau-antipodes,0.0151,FALSE,FALSE,FALSE,FALSE,TRUE
joly-moliere,billard-pleureur-malgre-lui,0.0182,joly-cinq-mars,0.0375,hugo-burgraves,0.0152,FALSE,FALSE,FALSE,TRUE,FALSE
bary-des-tailles-contestees,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0401,bary-de-l-indulgence,0.0512,bary-de-l-exil,0.0152,FALSE,FALSE,FALSE,TRUE,TRUE
moinaux-ah-que-les-plaisirs-sont-doux,courteline-la-premiere-lecon,0.0314,allais-mecontent,0.0594,allais-mecontent,0.0152,FALSE,FALSE,FALSE,FALSE,FALSE
sacy-le-revenant,carbon-de-flins-reveil-epimenide,0.028,beaunoir-venus,0.0572,rousseaujb-ceinture-magique,0.0153,FALSE,FALSE,FALSE,FALSE,FALSE
anonyme-reception-argenson,lagarde-l-hermitte-le-politicomane,0.0363,aubignac-pucelle-prose,0.0584,ecker-franc-macon-prisonnier,0.0153,FALSE,FALSE,FALSE,FALSE,FALSE
aubryet-hommage-a-racine,bornier-racine,0.0211,bornier-racine,0.0286,bornier-racine,0.0154,TRUE,TRUE,FALSE,FALSE,FALSE
bornier-racine,aubryet-hommage-a-racine,0.0211,aubryet-hommage-a-racine,0.0286,aubryet-hommage-a-racine,0.0154,TRUE,TRUE,FALSE,FALSE,FALSE
